Date,Close
11/6/2024,4794.96
11/7/2024,4770.8
11/8/2024,4732.52
11/11/2024,4756.02
11/12/2024,4792.08
11/13/2024,4855.62
11/14/2024,4858.06
11/15/2024,4891.13
11/18/2024,4885.07
11/19/2024,4892.62
11/20/2024,4891.81
11/21/2024,4925.04
11/22/2024,4902.92
11/25/2024,4867.7
11/26/2024,4914.99
11/27/2024,4949.29
12/2/2024,4954.16
12/3/2024,4977.89
