Date,Close
10/14/2024,5026.68
10/15/2024,4988.68
10/16/2024,4963.58
10/17/2024,5045.18
10/18/2024,5103.98
10/21/2024,5093.7
10/22/2024,5074.91
10/23/2024,5064.19
10/24/2024,5091.05
10/25/2024,5102.59
10/28/2024,4722.01
10/29/2024,4700.85
10/30/2024,4691.44
10/31/2024,4703.36
11/1/2024,4736.27
11/4/2024,4761.41
11/5/2024,4795.49
